Date,TV_HOURS
20160101,
20160102,
20160103,
20160104,
20160105,
20160106,
20160107,
20160108,
20160109,
20160110,
20160111,
20160112,
20160113,
20160114,
20160115,
20160116,
20160117,
20160118,
20160119,
20160120,
20160121,
20160122,
20160123,
20160124,
20160125,
20160126,
20160127,
20160128,
20160129,
20160130,
20160131,
20160201,
20160202,
20160203,
20160204,
20160205,
20160206,
20160207,
20160208,
20160209,
20160210,
20160211,
20160212,
20160213,
20160214,
20160215,
20160216,
20160217,
20160218,
20160219,
20160220,
20160221,
20160222,
20160223,
20160224,
20160225,
20160226,
20160227,
20160228,
20160229,
20160301,
20160302,
20160303,
20160304,
20160305,
20160306,
20160307,
20160308,
20160309,
20160310,
20160311,
20160312,
20160313,
20160314,
20160315,
20160316,
20160317,
20160318,
20160319,
20160320,
20160321,
20160322,
20160323,
20160324,
20160325,
20160326,
20160327,
20160328,
20160329,
20160330,
20160331,
20160401,
20160402,
20160403,
20160404,
20160405,
20160406,
20160407,
20160408,
20160409,
20160410,
20160411,
20160412,
20160413,
20160414,
20160415,
20160416,1
20160417,0
20160418,0
20160419,0
20160420,0
20160422,0
20160423,0
20160424,
20160425,
20160426,
20160427,
20160428,
20160429,
20160430,
20160501,
20160502,
20160503,
20160504,
20160505,
20160506,
20160507,
20160508,
20160509,
20160510,
20160511,
20160512,
20160513,
20160514,
20160515,
20160516,
20160517,
20160518,
20160519,
20160520,
20160521,
20160522,
20160523,
20160524,
20160525,
20160526,
20160527,
20160528,
20160529,
20160530,
20160531,
20160601,
20160602,
20160603,
20160604,
20160605,
20160606,
20160607,
20160608,
20160609,
20160610,
20160611,
20160612,
20160613,
20160614,
20160615,
20160616,
20160617,
20160618,
20160619,
20160620,
20160621,
20160622,
20160623,
20160624,
20160625,
20160626,
20160627,
20160628,
20160629,
20160630,
20160701,
20160702,
20160703,
20160704,
20160705,
20160706,
20160707,
20160708,
20160709,
20160710,
20160711,
20160712,
20160713,
20160714,
20160716,
20160717,
20160718,
20160719,
20160720,
20160721,
20160722,
20160723,
20160724,
20160725,
20160726,
20160727,
20160728,
20160729,
20160730,
20160731,
20160801,
20160802,
20160803,
20160804,
20160805,
20160806,
20160807,
20160808,
20160809,
20160810,
20160811,
20160813,
20160814,
20160815,
20160816,
20160817,
20160818,
20160819,
